"Archive Date","Associated Streets","Collection Date","Data Type","Intersection Number","Neighborhood Code","Original File Name","Site Location","Street Name","Study Period","Study Type"
"01/08/2014 07:00:00 PM","ATLANTIC AVE, EAST INDIA ROW","11-05-2008","","2007","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2007_ATLANTIC AVE, EAST INDIA ROW_BP_11HR_TMC_11052008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","DUNSTABLE ST, MAIN ST, SULLIVAN ST","09-22-2009","","3134","CHARLESTOWN","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3134_DUNSTABLE ST, MAIN ST, SULLIVAN ST_CH_11HR_TMC_09222009.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","HARCOURT ST, HUNTINGTON AVE, RING RD","05-30-2007","","4002","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4002_HARCOURT ST, HUNTINGTON AVE, RING RD_BP_12HR_TMC_05302007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","DIMOCK ST, WASHINGTON ST","01-22-2008","","4089","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4089_DIMOCK ST, WASHINGTON ST_RX_12HR_TMC_01222008.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","NORTH ST, RAMP CNSA, SURFACE RD","08-06-2013","","4092","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4092_NORTH ST, RAMP CNSA, SURFACE RD_BP_12HR_TMC_08062013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","BLUE LEDGE DR, BRAHMS ST, WASHINGTON ST","12-04-2013","","3075","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3075_BLUE LEDGE DR, BRAHMS ST, WASHINGTON ST_WR_11HR_TMC_12042013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","STIMSON ST, WASHINGTON ST","02-25-2014","","2403","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2403_STIMSON ST, WASHINGTON ST_WR_11HR_TMC_02252014.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","ARUNDEL ST, BEACON ST, MINER ST","03-25-2014","","2293","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2293_ARUNDEL ST, BEACON ST, MINER ST_BP_11HR_TMC_03252014.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","LONDON ST, MERIDIAN ST","03-11-2014","","2250","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2250_LONDON ST, MERIDIAN ST_EB_11HR_TMC_03112014.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","DRY DOCK AVE, PAPPAS WAY, SUMMER ST","02-04-2014","","2249","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2249_DRY DOCK AVE, PAPPAS WAY, SUMMER ST_SB_12HR_TMC_02042014.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/20/2014 08:00:00 PM","","05-21-2013","XXX","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\GROVE ST_297_WR_24HR_ATR_XXX_05212013.PDF","297","GROVE ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/20/2013 07:00:00 PM","BEACON ST, CHARLESGATE WEST","03-02-2010","","152","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0152_BEACON ST, CHARLESGATE WEST_BP_11HR_TMC_03022010.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BENNINGTON ST, SARATOGA ST","08-21-2013","","168","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0168_BENNINGTON ST, SARATOGA ST_EB_11HR_TMC_08212013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","CLINTON ST, RAMP CS-SA, SURFACE RD","11-05-2008","","1960","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1960_CLINTON ST, RAMP CS-SA, SURFACE RD_BP_11HR_TMC_11052008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","ATLANTIC AVE, CROSS ST, MERCANTILE ST","11-05-2008","","1961","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1961_ATLANTIC AVE, CROSS ST, MERCANTILE ST_BP_11HR_TMC_11052008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","A ST, WEST SECOND ST","12-11-2012","","1984","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1984_A ST, WEST SECOND ST_SB_12HR_TMC_12112012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","ATLANTIC AVE, MILK ST","08-01-2013","","2006","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2006_ATLANTIC AVE, MILK ST_BP_12HR_TMC_08012013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","PUMPHOUSE RD, SUMMER ST","12-03-2008","","3126","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3126_PUMPHOUSE RD, SUMMER ST_SB_11HR_TMC_12032008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","D ST, MBTA SILVER LINE TRANSITWAY","12-02-2008","","3129","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3129_D ST, MBTA SILVER LINE TRANSITWAY_SB_11HR_TMC_12022008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","BOYLSTON ST, RING RD","05-30-2007","","3131","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3131_BOYLSTON ST, RING RD_BP_12HR_TMC_05302007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","COOPER ST, CROSS ST, NORTH WASHINGTON ST, RAMP ST-SA","11-06-2008","","4095","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4095_COOPER ST, CROSS ST, NORTH WASHINGTON ST, RAMP ST-SA_BP_11HR_TMC_11062008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","CROSS ST, HANOVER ST","11-06-2008","","4096","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4096_CROSS ST, HANOVER ST_BP_11HR_TMC_11062008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","BOWDOIN ST, GENEVA AVE","09-04-2013","","139","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0139_BOWDOIN ST, GENEVA AVE_DO_11HR_TMC_09042013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","NIGHTINGALE ST, TALBOT AVE","10-23-2013","","3144","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3144_NIGHTINGALE ST, TALBOT AVE_DO_1HR_GAP_10232013.XLS","","","1 HOURS","INTERSECTION GAP"
"05/12/2014 08:00:00 PM","DORCHESTER ST, WARD ST","04-16-2014","","3122","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3122_DORCHESTER ST, WARD ST_SB_11HR_TMC_04162014.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","BLUE HILL AVE, CASTLEGATE RD","10-29-2013","","2175","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2175_BLUE HILL AVE, CASTLEGATE RD_RX_11HR_TMC_10292013.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/20/2014 08:00:00 PM","","05-14-2013","XXX","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\FLORENCE ST_104_WR_24HR_ATR_XXX_05142013.PDF","104","FLORENCE ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/20/2014 08:00:00 PM","","04-09-2013","XXX","","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\GLENVILLE AVE_31_AB_24HR_ATR_XXX_04092013.PDF","31","GLENVILLE AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/20/2014 08:00:00 PM","","09-18-2012","XXX","","CHARLESTOWN","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\SACKVILLE ST_28_CH_24HR_ATR_XXX_09182012.PDF","28","SACKVILLE ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/20/2013 07:00:00 PM","COMMONWEALTH AVE, MASSACHUSETTS AVE","04-28-2011","","90","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0090_COMMONWEALTH AVE, MASSACHUSETTS AVE_BP_11HR_TMC_04282011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BOYLSTON ST, MASSACHUSETTS AVE","04-28-2011","","92","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0092_BOYLSTON ST, MASSACHUSETTS AVE_BP_11HR_TMC_04282011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","ALBANY ST, MASSACHUSETTS AVE","03-08-2012","","100","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0100_ALBANY ST, MASSACHUSETTS AVE_BP_12HR_TMC_03082012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BELVIDERE ST, HUNTINGTON AVE, WEST NEWTON ST","05-30-2007","","102","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0102_BELVIDERE ST, HUNTINGTON AVE, WEST NEWTON ST_BP_12HR_TMC_05302007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/02/2014 07:00:00 PM","ARCHDALE RD, WASHINGTON ST","09-18-2007","","762","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0762_ARCHDALE RD, WASHINGTON ST_WR_12HR_TMC_09182007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/02/2014 07:00:00 PM","MAPLE ST, SEAVER ST","09-25-2007","","981","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0981_MAPLE ST, SEAVER ST_RX_12HR_TMC_09252007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/02/2014 07:00:00 PM","MCBRIDE ST, ROSSMORE RD, WASHINGTON ST","01-22-2008","","986","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0986_MCBRIDE ST, ROSSMORE RD, WASHINGTON ST_WR_12HR_TMC_01222008.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","ALLSTON ST, GREYLOCK RD","11-26-2013","","1725","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1725_ALLSTON ST, GREYLOCK RD_AB_1HR_GAP_11262013.XLS","","","1 HOURS","INTERSECTION GAP"
"05/12/2014 08:00:00 PM","HUMBOLDT AVE, WYOMING ST","09-12-2013","","1723","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1723_HUMBOLDT AVE, WYOMING ST_RX_12HR_TMC_09122013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/13/2014 08:00:00 PM","CHESTNUT HILL AVE, WALLINGFORD ST, WILLIAM JACKSON AVE","10-29-2013","","1681","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1681_CHESTNUT HILL AVE, WALLINGFORD ST, WILLIAM JACKSON AVE_AB_11HR_TMC_10292013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/13/2014 08:00:00 PM","BREMEN ST, GOVE ST","10-22-2013","","1615","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1615_BREMEN ST, GOVE ST_EB_11HR_TMC_10222013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/13/2014 08:00:00 PM","BREMEN ST, GOVE ST","11-07-2013","","1615","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1615_BREMEN ST, GOVE ST_EB_4HR_TMC_11072013.PDF","","","4 HOURS","TURNING MOVEMENT COUNT"
"05/20/2014 08:00:00 PM","","09-11-2012","CLASSIFICATION","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\BEAUMONT ST_59_DO_24HR_ATR_CLS_09112012.XLS","59","BEAUMONT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/20/2014 08:00:00 PM","","09-11-2012","VOLUME","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\BEAUMONT ST_59_DO_24HR_ATR_VOL_09112012.XLS","59","BEAUMONT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/20/2014 08:00:00 PM","","02-25-2013","CLASSIFICATION","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\CLAPP ST_53_DO_24HR_ATR_CLS_02252013.XLS","53","CLAPP ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/20/2014 08:00:00 PM","","02-25-2013","VOLUME","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\CLAPP ST_53_DO_24HR_ATR_VOL_02252013.XLS","53","CLAPP ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"08/12/2014 08:00:00 PM","BLUE HILL AVE, GLENWAY ST, GLEN LN","10-02-2012","","215","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0215_BLUE HILL AVE, GLENWAY ST, GLEN LN_DO_12HR_TMC_10022012.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"08/12/2014 08:00:00 PM","BLUE HILL AVE, COLUMBIA RD, FRANKLIN PARK RD","10-02-2012","","218","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0218_BLUE HILL AVE, COLUMBIA RD, FRANKLIN PARK RD_DO_12HR_TMC_10022012.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"07/14/2014 08:00:00 PM","COLUMBIA RD, SEAVER ST","10-02-2012","","229","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0229_COLUMBIA RD, SEAVER ST_DO_11HR_TMC_10022012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"07/14/2014 08:00:00 PM","AMERICAN LEGION HWY, WALK HILL ST","10-02-2012","","369","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0369_AMERICAN LEGION HWY, WALK HILL ST_WR_11HR_TMC_10022012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"07/29/2014 08:00:00 PM","RANDOLPH ST, ROTCH PLAYGROUND","06-09-2014","","3146","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3146_RANDOLPH ST, ROTCH PLAYGROUND_BP_2HR_TMC_06092014.PDF","","","2 HOURS","TURNING MOVEMENT COUNT"
"07/29/2014 08:00:00 PM","RANDOLPH ST, ROTCH PLAYGROUND","06-09-2014","","3146","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3146_RANDOLPH ST, ROTCH PLAYGROUND_BP_2HR_TMC_06092014.XLS","","","2 HOURS","TURNING MOVEMENT COUNT"
"11/23/2014 07:00:00 PM","BLOSSOM ST, CAMBRIDGE ST, GARDEN ST","11-20-2014","","740","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0740_BLOSSOM ST, CAMBRIDGE ST, GARDEN ST_BP_11HR_TMC_11202014.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"11/23/2014 07:00:00 PM","BLOSSOM ST, CAMBRIDGE ST, GARDEN ST","11-20-2014","","740","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0740_BLOSSOM ST, CAMBRIDGE ST, GARDEN ST_BP_11HR_TMC_11202014.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/19/2015 07:00:00 PM","CHARLES ST, GENEVA AVE, WALDECK ST","01-13-2015","","1241","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1241_CHARLES ST, GENEVA AVE, WALDECK ST_DO_11HR_TMC_01132015.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/20/2015 07:00:00 PM","BAILEY ST, DORCHESTER AVE, ASHMONT MBTA BUSWAY","01-20-2015","","2411","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2411_BAILEY ST, DORCHESTER AVE, ASHMONT MBTA BUSWAY_DO_1HR_GAP_01202015.PDF","","","1 HOURS","INTERSECTION GAP"
"12/20/2013 07:00:00 PM","ST ALPHONSUS ST, TREMONT ST","09-25-2007","","138","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0138_ST ALPHONSUS ST, TREMONT ST_RX_12HR_TMC_09252007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","DARTMOUTH ST, TREMONT ST, WEST DEDHAM ST","10-02-2008","","145","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0145_DARTMOUTH ST, TREMONT ST, WEST DEDHAM ST_BP_11HR_TMC_10022008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","COLUMBUS AVE, WASHINGTON ST","01-22-2008","","191","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0191_COLUMBUS AVE, WASHINGTON ST_RX_12HR_TMC_01222008.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","BLUE HILL AVE, MORELAND ST","01-11-2011","","1729","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1729_BLUE HILL AVE, MORELAND ST_RX_12HR_TMC_01112011.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","CHARLES ST SOUTH, STUART ST","07-29-2009","","1732","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1732_CHARLES ST SOUTH, STUART ST_BP_11HR_TMC_07292009.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","VERNON ST, WASHINGTON ST","10-03-2012","","1970","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1970_VERNON ST, WASHINGTON ST_RX_4HR_TMC_10032012.PDF","","","4 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","VERNON ST, WASHINGTON ST","01-16-2008","","1970","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1970_VERNON ST, WASHINGTON ST_RX_12HR_TMC_01162008.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","ALBANY ST CONNECTOR, FRONTAGE RD","07-30-2013","","3113","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3113_ALBANY ST CONNECTOR, FRONTAGE RD_BP_12HR_TMC_07302013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","CONGRESS ST, HANOVER ST","03-18-2009","","4035","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4035_CONGRESS ST, HANOVER ST_BP_11HR_TMC_03182009.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/20/2014 08:00:00 PM","","03-26-2013","XXX","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\HUBBARD ST_6_WR_24HR_ATR_XXX_03262013.PDF","6","HUBBARD ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/20/2014 08:00:00 PM","","11-13-2012","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\NAHANT AVE_42_DO_24HR_ATR_XXX_11132012.PDF","42","NAHANT AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/20/2014 08:00:00 PM","","01-15-2013","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\PARK ST_25_DO_24HR_ATR_XXX_01152013.PDF","25","PARK ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"08/04/2014 08:00:00 PM","ALLSTATE RD, MASSACHUSETTS AVE","07-30-2014","","476","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0476_ALLSTATE RD, MASSACHUSETTS AVE_DO_11HR_TMC_07302014.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"08/10/2014 08:00:00 PM","ASHMONT ST, FREEPORT ST, NEPONSET AVE","08-06-2014","","585","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0585_ASHMONT ST, FREEPORT ST, NEPONSET AVE_DO_11HR_TMC_08062014.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"08/12/2014 08:00:00 PM","AMERICAN LEGION HWY, LENA PARK @ #150","10-02-2012","","3020","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3020_AMERICAN LEGION HWY, LENA PARK @ #150_WR_12HR_TMC_10022012.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"08/12/2014 08:00:00 PM","BELLEVUE ST, COLUMBIA RD, GLENDALE ST","10-02-2012","","4081","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4081_BELLEVUE ST, COLUMBIA RD, GLENDALE ST_DO_12HR_TMC_10022012.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/25/2015 07:00:00 PM","EAST FIRST ST, PAPPAS WAY, WEST FIRST ST","01-21-2015","","2101","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2101_EAST FIRST ST, WEST FIRST ST, PAPPAS WAY_SB_11HR_TMC_01212015.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"04/01/2015 08:00:00 PM","MORELAND ST, REGENT ST, WARREN ST","07-18-2012","","386","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0386_MORELAND ST, REGENT ST, WARREN ST_RX_12HR_TMC_07182012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BERKELEY ST, EAST BERKELY ST, TREMONT ST","05-18-2010","","86","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0086_BERKELEY ST, EAST BERKELY ST, TREMONT ST_BP_12HR_TMC_05182010.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BEACON ST, MASSACHUSETTS AVE","04-27-2011","","88","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0088_BEACON ST, MASSACHUSETTS AVE_BP_11HR_TMC_04272011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
